tick,q_eff,tau,loc,coupled,m,step,phase
713,0,-1,outer,1,2,1,1
714,0,1,middle,1,2,-1,2
715,0,0,,0,1,0,2
716,0,0,,0,1,0,2
717,0,-1,middle,0,3,1,1
718,0,-1,middle,0,3,1,0
719,0,1,middle,0,3,1,1
720,0,-1,middle,1,2,-1,0
721,0,-1,middle,0,3,1,2
722,0,-1,middle,0,3,1,1
723,0,-1,outer,0,3,1,0
724,0,1,middle,0,3,1,1
725,0,-1,outer,0,3,1,0
726,0,-1,outer,1,2,1,2
727,0,0,,0,1,0,2
728,0,-1,middle,0,3,1,1
729,0,0,,0,1,0,1
730,0,1,outer,0,3,1,2
731,0,1,middle,1,2,1,0
732,0,1,middle,0,3,1,1
733,0,-1,outer,0,3,1,0
734,0,-1,outer,0,3,1,2
735,0,1,outer,1,2,1,0
736,0,-1,outer,0,3,1,2
737,0,-1,outer,0,3,1,1
738,0,-1,middle,1,2,1,0
739,0,-1,middle,0,3,1,2
740,0,1,middle,0,3,1,0
741,0,0,,0,1,0,0
742,0,0,,0,1,0,0
743,0,0,,0,1,0,0
744,0,1,middle,1,2,1,1
745,0,0,,0,1,0,1
746,0,-1,middle,0,3,1,0
747,0,1,middle,0,3,1,1
748,0,1,outer,0,3,1,2
749,0,-1,middle,0,3,1,1
750,0,-1,middle,1,2,1,0
751,0,1,middle,1,2,-1,1
752,0,-1,middle,0,3,1,0
753,0,1,middle,0,3,1,1
754,0,-1,middle,1,2,1,0
755,0,0,,0,1,0,0
756,0,-1,outer,0,3,1,2
757,0,-1,middle,0,3,1,1
758,0,1,middle,1,2,-1,2
759,0,-1,middle,1,2,1,1
760,0,1,middle,1,2,1,2
761,0,-1,outer,0,3,1,1
762,0,1,middle,0,3,1,2
763,0,-1,middle,1,2,1,1
764,0,0,,0,1,0,1
765,0,-1,outer,1,2,1,0
766,0,1,middle,0,3,1,1
767,0,0,,0,1,0,1
768,0,1,middle,1,2,1,2
769,0,1,middle,1,2,1,0
770,0,1,middle,1,2,1,1
771,0,-1,middle,0,3,1,0
772,0,-1,outer,0,3,1,2
773,0,1,outer,0,3,1,0
774,0,0,,0,1,0,0
775,0,1,middle,1,2,1,1
776,0,0,,0,1,0,1
777,0,1,outer,0,3,1,2
778,0,0,,0,1,0,2
779,0,1,outer,1,2,1,0
780,0,0,,0,1,0,0
781,0,1,outer,0,3,1,1
782,0,1,outer,1,2,1,2
783,0,0,,0,1,0,2
784,0,-1,outer,0,3,1,1
785,0,0,,0,1,0,1
786,0,0,,0,1,0,1
787,0,-1,outer,0,3,1,0
788,0,-1,outer,0,3,1,2
789,0,-1,middle,0,3,1,1
790,0,0,,0,1,0,1
791,0,1,middle,0,3,1,2
792,0,-1,middle,0,3,1,1
793,0,-1,middle,1,2,-1,0
794,0,0,,0,1,0,0
795,0,0,,0,1,0,0
796,0,0,,0,1,0,0
797,0,-1,middle,1,2,-1,2
798,0,1,middle,1,2,1,0
799,0,-1,outer,0,3,1,2
800,0,1,outer,1,2,1,0
801,0,1,outer,0,3,1,1
802,0,1,middle,0,3,1,2
803,0,-1,outer,1,2,1,1
804,0,-1,outer,0,3,1,0
805,0,-1,outer,1,2,1,2
806,0,1,middle,0,3,1,0
807,0,-1,middle,1,2,-1,2
808,0,0,,0,1,0,2
809,0,1,middle,1,2,1,0
810,0,0,,0,1,0,0
811,0,-1,middle,1,2,1,2
812,0,-1,middle,0,3,1,1
813,0,1,outer,0,3,1,2
814,0,-1,middle,0,3,1,1
815,0,-1,middle,0,3,1,0
816,0,0,,0,1,0,0
817,0,1,middle,0,3,1,1
818,0,-1,outer,0,3,1,0
819,0,-1,middle,1,2,1,2
820,0,0,,0,1,0,2
821,0,-1,middle,0,3,1,1
822,0,0,,0,1,0,1
823,0,1,outer,0,3,1,2
824,0,-1,middle,1,2,1,1
825,0,1,outer,0,3,1,2
826,0,-1,middle,0,3,1,1
827,0,0,,0,1,0,1
828,0,1,outer,0,3,1,2
829,0,-1,middle,0,3,1,1
830,0,1,middle,1,2,-1,2
831,0,0,,0,1,0,2
832,0,1,middle,0,3,1,0
833,0,0,,0,1,0,0
834,0,-1,outer,0,3,1,2
835,0,1,outer,1,2,1,0
836,0,0,,0,1,0,0
837,0,-1,middle,1,2,-1,2
838,0,1,middle,0,3,1,0
839,0,1,middle,1,2,1,1
840,0,1,middle,1,2,1,2
841,0,-1,middle,1,2,-1,1
842,0,-1,middle,0,3,1,0
843,0,-1,middle,1,2,-1,2
844,0,-1,middle,1,2,-1,1
845,0,1,middle,1,2,1,2
846,0,1,outer,1,2,1,0
847,0,1,middle,1,2,1,1
848,0,1,middle,0,3,1,2
849,0,0,,0,1,0,2
850,0,1,middle,0,3,1,0
851,0,1,middle,1,2,1,1
852,0,0,,0,1,0,1
853,0,-1,middle,0,3,1,0
854,0,0,,0,1,0,0
855,0,0,,0,1,0,0
856,0,1,middle,1,2,1,1
857,0,-1,outer,0,3,1,0
858,0,1,middle,1,2,-1,1
859,0,1,middle,1,2,1,2
860,0,1,outer,1,2,1,0
861,0,-1,middle,0,3,1,2
862,0,0,,0,1,0,2
863,0,0,,0,1,0,2
864,0,1,middle,0,3,1,0
865,0,1,middle,1,2,-1,1
866,0,0,,0,1,0,1
867,0,0,,0,1,0,1
868,0,1,middle,0,3,1,2
869,0,1,outer,1,2,1,0
870,0,-1,outer,1,2,1,2
871,0,-1,outer,0,3,1,1
872,0,-1,middle,1,2,1,0
873,0,-1,middle,1,2,1,2
874,0,1,middle,1,2,1,0
875,0,1,outer,1,2,1,1
876,0,1,outer,1,2,1,2
877,0,1,middle,0,3,1,0
878,0,-1,middle,1,2,-1,2
879,0,-1,middle,0,3,1,1
880,0,-1,outer,0,3,1,0
881,0,-1,middle,0,3,1,2
882,0,1,middle,1,2,-1,0
883,0,1,middle,0,3,1,1
884,0,-1,outer,0,3,1,0
885,0,1,middle,1,2,-1,1
886,0,1,middle,0,3,1,2
887,0,0,,0,1,0,2
888,0,1,outer,0,3,1,0
889,0,1,outer,1,2,1,1
890,0,1,outer,0,3,1,2
891,0,1,middle,1,2,-1,0
892,0,1,middle,1,2,-1,1
893,0,1,outer,1,2,1,2
894,0,-1,middle,1,2,-1,1
895,0,-1,outer,0,3,1,0
896,0,1,middle,1,2,1,1
897,0,1,middle,0,3,1,2
898,0,1,middle,0,3,1,0
899,0,-1,outer,0,3,1,2
900,0,1,outer,1,2,1,0
901,0,1,middle,0,3,1,1
902,0,-1,middle,1,2,1,0
903,0,1,middle,1,2,1,1
904,0,-1,middle,1,2,1,0
905,0,-1,middle,1,2,1,2
906,0,-1,middle,1,2,1,1
907,0,1,middle,0,3,1,2
908,0,1,outer,0,3,1,0
909,0,1,middle,1,2,1,1
910,0,1,middle,1,2,-1,2
911,0,-1,outer,0,3,1,1
912,0,0,,0,1,0,1
913,0,1,middle,1,2,1,2
914,0,0,,0,1,0,2
915,0,1,middle,1,2,1,0
916,0,-1,outer,0,3,1,2
917,0,1,middle,1,2,1,0
918,0,1,outer,0,3,1,1
919,0,1,outer,1,2,1,2
920,0,0,,0,1,0,2
921,0,-1,outer,0,3,1,1
922,0,1,outer,0,3,1,2
923,0,-1,middle,1,2,-1,1
924,0,1,outer,0,3,1,2
925,0,-1,middle,0,3,1,1
926,0,1,outer,0,3,1,2
927,0,-1,middle,1,2,1,1
928,0,1,middle,1,2,1,2
929,0,-1,middle,0,3,1,1
930,0,1,outer,0,3,1,2
931,0,0,,0,1,0,2
932,0,0,,0,1,0,2
933,0,1,middle,1,2,1,0
934,0,-1,middle,0,3,1,2
935,0,1,middle,1,2,-1,0
936,0,0,,0,1,0,0
937,0,1,middle,1,2,1,1
938,0,-1,outer,1,2,1,0
939,0,1,middle,0,3,1,1
940,0,1,outer,0,3,1,2
941,0,-1,middle,0,3,1,1
942,0,-1,middle,1,2,-1,0
943,0,0,,0,1,0,0
944,0,1,middle,1,2,1,1
945,0,0,,0,1,0,1
946,0,1,outer,0,3,1,2
947,0,-1,middle,1,2,1,1
948,0,1,middle,0,3,1,2
949,0,0,,0,1,0,2
950,0,1,outer,1,2,1,0
951,0,-1,middle,0,3,1,2
952,0,1,middle,0,3,1,0
953,0,0,,0,1,0,0
954,0,-1,middle,0,3,1,2
955,0,0,,0,1,0,2
956,0,0,,0,1,0,2
957,0,0,,0,1,0,2
958,0,-1,middle,1,2,1,1
959,0,-1,outer,0,3,1,0
960,0,0,,0,1,0,0
961,0,-1,middle,1,2,1,2
962,0,-1,middle,1,2,-1,1
963,0,0,,0,1,0,1
964,0,-1,outer,1,2,1,0
965,0,-1,middle,1,2,1,2
966,0,-1,middle,0,3,1,1
967,0,1,middle,0,3,1,2
968,0,-1,middle,1,2,1,1
969,0,-1,outer,1,2,1,0
970,0,0,,0,1,0,0
971,0,0,,0,1,0,0
972,0,1,middle,1,2,1,1
973,0,0,,0,1,0,1
974,0,0,,0,1,0,1
975,0,0,,0,1,0,1
976,0,1,middle,0,3,1,2
977,0,-1,middle,0,3,1,1
978,0,0,,0,1,0,1
979,0,1,middle,0,3,1,2
980,0,1,outer,0,3,1,0
981,0,1,outer,1,2,1,1
982,0,1,outer,0,3,1,2
983,0,-1,middle,1,2,1,1
984,0,0,,0,1,0,1
985,0,-1,outer,0,3,1,0
986,0,1,middle,0,3,1,1
987,0,-1,middle,0,3,1,0
988,0,0,,0,1,0,0
989,0,-1,middle,0,3,1,2
990,0,0,,0,1,0,2
991,0,1,outer,0,3,1,0
992,0,1,middle,0,3,1,1
993,0,1,outer,0,3,1,2
994,0,1,outer,0,3,1,0
995,0,1,middle,0,3,1,1
996,0,-1,outer,1,2,1,0
997,0,1,middle,0,3,1,1
998,0,1,middle,0,3,1,2
999,0,-1,middle,1,2,-1,1
1000,0,-1,middle,0,3,1,0
1001,0,1,outer,0,3,1,1
1002,0,1,middle,0,3,1,2
1003,0,-1,middle,0,3,1,1
1004,0,1,middle,0,3,1,2
1005,0,1,outer,1,2,1,0
1006,0,-1,middle,1,2,1,2
1007,0,1,outer,1,2,1,0
1008,0,1,middle,0,3,1,1
1009,0,0,,0,1,0,1
1010,0,-1,middle,1,2,-1,0
1011,0,0,,0,1,0,0
1012,0,-1,middle,1,2,-1,2
1013,0,1,middle,0,3,1,0
1014,0,1,outer,0,3,1,1
1015,0,1,middle,0,3,1,2
1016,0,1,outer,0,3,1,0
1017,0,-1,middle,1,2,-1,2
1018,0,-1,outer,0,3,1,1
1019,0,-1,middle,0,3,1,0
1020,0,-1,outer,0,3,1,2
1021,0,-1,outer,0,3,1,1
1022,0,1,middle,0,3,1,2
1023,0,-1,middle,1,2,1,1
1024,0,0,,0,1,0,1
1025,0,-1,outer,0,3,1,0
1026,0,1,middle,1,2,1,1
1027,0,-1,outer,0,3,1,0
1028,0,-1,middle,0,3,1,2
1029,0,-1,outer,1,2,1,1
1030,0,1,outer,0,3,1,2
1031,0,-1,middle,1,2,1,1
1032,0,0,,0,1,0,1
1033,0,0,,0,1,0,1
1034,0,-1,outer,0,3,1,0
1035,0,1,middle,1,2,-1,1
1036,0,1,middle,0,3,1,2
1037,0,1,outer,0,3,1,0
1038,0,-1,outer,0,3,1,2
1039,0,1,middle,1,2,1,0
1040,0,1,middle,1,2,1,1
1041,0,0,,0,1,0,1
1042,0,0,,0,1,0,1
1043,0,1,middle,1,2,1,2
1044,0,0,,0,1,0,2
1045,0,1,outer,0,3,1,0
1046,0,-1,middle,0,3,1,2
1047,0,1,middle,0,3,1,0
1048,0,1,middle,0,3,1,1
1049,0,0,,0,1,0,1
1050,0,1,middle,0,3,1,2
1051,0,0,,0,1,0,2
1052,0,1,outer,0,3,1,0
1053,0,1,middle,0,3,1,1
1054,0,-1,middle,1,2,1,0
1055,0,0,,0,1,0,0
1056,0,0,,0,1,0,0
1057,0,1,middle,1,2,1,1
1058,0,1,middle,1,2,-1,2
1059,0,-1,middle,1,2,-1,1
1060,0,-1,outer,0,3,1,0
1061,0,-1,outer,1,2,1,2
1062,0,1,middle,0,3,1,0
1063,0,-1,middle,1,2,1,2
1064,0,-1,middle,1,2,-1,1
1065,0,0,,0,1,0,1
1066,0,1,middle,0,3,1,2
1067,0,1,middle,1,2,-1,0
1068,0,0,,0,1,0,0
1069,0,-1,outer,1,2,1,2
1070,0,1,middle,0,3,1,0
1071,0,-1,middle,1,2,1,2
1072,0,0,,0,1,0,2
1073,0,1,middle,0,3,1,0
1074,0,-1,middle,1,2,1,2
1075,0,-1,middle,0,3,1,1
1076,0,1,middle,0,3,1,2
1077,0,1,middle,0,3,1,0
1078,0,-1,outer,0,3,1,2
1079,0,0,,0,1,0,2
1080,0,-1,middle,1,2,1,1
1081,0,1,middle,1,2,-1,2
1082,0,1,outer,0,3,1,0
1083,0,1,middle,1,2,-1,1
1084,0,1,middle,1,2,1,2
1085,0,-1,middle,1,2,-1,1
1086,0,-1,outer,0,3,1,0
1087,0,-1,middle,0,3,1,2
1088,0,0,,0,1,0,2
1089,0,1,middle,1,2,-1,0
1090,0,1,middle,0,3,1,1
1091,0,1,outer,1,2,1,2
1092,0,1,middle,1,2,1,0
1093,0,1,middle,1,2,1,1
1094,0,0,,0,1,0,1
1095,0,-1,middle,1,2,1,0
1096,0,0,,0,1,0,0
1097,0,1,middle,0,3,1,1
1098,0,1,middle,0,3,1,2
1099,0,-1,middle,0,3,1,1
1100,0,-1,outer,0,3,1,0
1101,0,0,,0,1,0,0
1102,0,1,middle,0,3,1,1
1103,0,0,,0,1,0,1
1104,0,0,,0,1,0,1
1105,0,0,,0,1,0,1
1106,0,0,,0,1,0,1
1107,0,1,middle,0,3,1,2
1108,0,1,outer,0,3,1,0
1109,0,1,middle,0,3,1,1
1110,0,-1,middle,1,2,1,0
1111,0,0,,0,1,0,0
1112,0,-1,middle,1,2,1,2
1113,0,1,outer,1,2,1,0
1114,0,1,middle,1,2,1,1
1115,0,1,middle,0,3,1,2
1116,0,1,middle,1,2,-1,0
1117,0,1,middle,1,2,-1,1
1118,0,1,middle,0,3,1,2
1119,0,-1,middle,1,2,-1,1
1120,0,-1,outer,0,3,1,0
1121,0,0,,0,1,0,0
1122,0,1,outer,1,2,1,1
1123,0,1,middle,0,3,1,2
1124,0,0,,0,1,0,2
1125,0,1,middle,1,2,1,0
1126,0,1,middle,0,3,1,1
1127,0,0,,0,1,0,1
1128,0,-1,outer,0,3,1,0
1129,0,1,middle,1,2,-1,1
1130,0,1,middle,0,3,1,2
1131,0,0,,0,1,0,2
1132,0,-1,middle,0,3,1,1
1133,0,0,,0,1,0,1
1134,0,0,,0,1,0,1
1135,0,1,middle,0,3,1,2
1136,0,0,,0,1,0,2
1137,0,0,,0,1,0,2
1138,0,1,middle,1,2,1,0
1139,0,-1,middle,1,2,1,2
1140,0,-1,middle,0,3,1,1
1141,0,-1,middle,1,2,1,0
1142,0,1,outer,0,3,1,1
1143,0,-1,outer,0,3,1,0
1144,0,-1,middle,1,2,-1,2
1145,0,-1,outer,1,2,1,1
1146,0,-1,middle,1,2,-1,0
1147,0,1,middle,1,2,-1,1
1148,0,-1,outer,0,3,1,0
1149,0,1,middle,1,2,-1,1
1150,0,-1,outer,0,3,1,0
1151,0,1,middle,0,3,1,1
1152,0,0,,0,1,0,1
1153,0,-1,middle,1,2,1,0
1154,0,-1,middle,1,2,1,2
1155,0,1,outer,0,3,1,0
1156,0,0,,0,1,0,0
1157,0,1,middle,0,3,1,1
1158,0,0,,0,1,0,1
1159,0,-1,outer,0,3,1,0
1160,0,0,,0,1,0,0
1161,0,0,,0,1,0,0
1162,0,-1,middle,0,3,1,2
1163,0,-1,middle,0,3,1,1
1164,0,-1,outer,0,3,1,0
1165,0,-1,middle,1,2,-1,2
1166,0,1,outer,0,3,1,0
1167,0,1,middle,0,3,1,1
1168,0,-1,middle,0,3,1,0
1169,0,1,middle,0,3,1,1
1170,0,-1,outer,1,2,1,0
1171,0,-1,middle,0,3,1,2
1172,0,0,,0,1,0,2
1173,0,1,middle,0,3,1,0
1174,0,-1,middle,0,3,1,2
1175,0,-1,middle,1,2,1,1
1176,0,1,middle,1,2,-1,2
1177,0,0,,0,1,0,2
1178,0,1,outer,0,3,1,0
1179,0,-1,outer,0,3,1,2
1180,0,1,outer,0,3,1,0
1181,0,-1,middle,1,2,-1,2
1182,0,1,outer,1,2,1,0
1183,0,1,middle,0,3,1,1
1184,0,-1,middle,0,3,1,0
1185,0,0,,0,1,0,0
1186,0,1,middle,1,2,-1,1
1187,0,1,outer,1,2,1,2
1188,0,-1,outer,1,2,1,1
1189,0,-1,middle,1,2,-1,0
1190,0,-1,middle,0,3,1,2
1191,0,-1,middle,1,2,1,1
1192,0,-1,outer,0,3,1,0
1193,0,-1,middle,1,2,-1,2
1194,0,-1,middle,0,3,1,1
1195,0,1,middle,0,3,1,2
1196,0,-1,middle,0,3,1,1
1197,0,-1,middle,0,3,1,0
1198,0,1,middle,1,2,1,1
1199,0,-1,outer,1,2,1,0
1200,0,1,middle,0,3,1,1
1201,0,-1,middle,0,3,1,0
1202,0,0,,0,1,0,0
1203,0,0,,0,1,0,0
1204,0,-1,middle,1,2,-1,2
1205,0,-1,middle,1,2,-1,1
1206,0,-1,middle,0,3,1,0
1207,0,-1,middle,0,3,1,2
1208,0,1,middle,1,2,1,0
1209,0,-1,middle,1,2,1,2
1210,0,1,outer,0,3,1,0
1211,0,-1,middle,1,2,-1,2
1212,0,-1,middle,1,2,-1,1
1213,0,1,middle,0,3,1,2
1214,0,-1,middle,0,3,1,1
1215,0,0,,0,1,0,1
1216,0,0,,0,1,0,1
1217,0,-1,middle,0,3,1,0
1218,0,1,middle,1,2,-1,1
1219,0,0,,0,1,0,1
1220,0,0,,0,1,0,1
1221,0,-1,middle,0,3,1,0
1222,0,0,,0,1,0,0
1223,0,-1,middle,1,2,1,2
1224,0,-1,middle,0,3,1,1
1225,0,-1,outer,1,2,1,0
1226,0,-1,middle,1,2,1,2
1227,0,-1,outer,0,3,1,1
1228,0,1,middle,1,2,1,2
1229,0,0,,0,1,0,2
1230,0,1,outer,1,2,1,0
1231,0,0,,0,1,0,0
1232,0,-1,middle,0,3,1,2
1233,0,-1,middle,1,2,-1,1
1234,0,0,,0,1,0,1
1235,0,1,middle,0,3,1,2
1236,0,-1,middle,1,2,1,1
1237,0,-1,outer,0,3,1,0
1238,0,1,outer,0,3,1,1
1239,0,1,outer,0,3,1,2
1240,0,1,outer,0,3,1,0
1241,0,-1,outer,1,2,1,2
1242,0,-1,outer,1,2,1,1
1243,0,-1,middle,0,3,1,0
1244,0,1,outer,0,3,1,1
1245,0,0,,0,1,0,1
1246,0,0,,0,1,0,1
1247,0,0,,0,1,0,1
1248,0,-1,outer,0,3,1,0
1249,0,-1,outer,0,3,1,2
1250,0,1,middle,0,3,1,0
1251,0,0,,0,1,0,0
1252,0,1,outer,0,3,1,1
1253,0,-1,middle,0,3,1,0
1254,0,-1,middle,1,2,1,2
1255,0,1,middle,1,2,1,0
1256,0,-1,middle,1,2,-1,2
1257,0,0,,0,1,0,2
1258,0,-1,outer,0,3,1,1
1259,0,-1,outer,0,3,1,0
1260,0,0,,0,1,0,0
1261,0,1,middle,1,2,1,1
1262,0,1,middle,1,2,-1,2
1263,0,0,,0,1,0,2
1264,0,1,middle,0,3,1,0
1265,0,0,,0,1,0,0
1266,0,-1,middle,1,2,-1,2
1267,0,-1,middle,1,2,1,1
1268,0,-1,outer,0,3,1,0
1269,0,1,middle,1,2,1,1
1270,0,-1,middle,0,3,1,0
1271,0,1,middle,0,3,1,1
1272,0,-1,outer,0,3,1,0
1273,0,-1,middle,0,3,1,2
1274,0,1,outer,1,2,1,0
1275,0,1,middle,0,3,1,1
1276,0,1,middle,0,3,1,2
1277,0,1,middle,1,2,-1,0
1278,0,0,,0,1,0,0
1279,0,-1,middle,0,3,1,2
1280,0,-1,middle,0,3,1,1
1281,0,-1,middle,1,2,-1,0
1282,0,0,,0,1,0,0
1283,0,0,,0,1,0,0
1284,0,1,outer,0,3,1,1
1285,0,0,,0,1,0,1
1286,0,1,outer,0,3,1,2
1287,0,0,,0,1,0,2
1288,0,-1,middle,1,2,1,1
1289,0,-1,outer,0,3,1,0
1290,0,1,middle,1,2,1,1
1291,0,1,middle,0,3,1,2
1292,0,0,,0,1,0,2
1293,0,-1,middle,1,2,1,1
1294,0,1,middle,0,3,1,2
1295,0,0,,0,1,0,2
1296,0,1,middle,1,2,1,0
1297,0,0,,0,1,0,0
1298,0,0,,0,1,0,0
1299,0,-1,middle,0,3,1,2
1300,0,-1,middle,1,2,1,1
1301,0,-1,middle,1,2,-1,0
1302,0,1,middle,1,2,-1,1
1303,0,0,,0,1,0,1
1304,0,0,,0,1,0,1
1305,0,1,middle,1,2,1,2
1306,0,1,middle,0,3,1,0
1307,0,1,outer,0,3,1,1
1308,0,0,,0,1,0,1
1309,0,1,middle,1,2,-1,2
1310,0,-1,middle,1,2,-1,1
1311,0,1,middle,1,2,-1,2
1312,0,1,middle,1,2,-1,0
1313,0,-1,middle,0,3,1,2
1314,0,1,middle,1,2,-1,0
1315,0,0,,0,1,0,0
1316,0,1,middle,1,2,-1,1
1317,0,-1,outer,1,2,1,0
1318,0,-1,outer,0,3,1,2
1319,0,1,outer,0,3,1,0
1320,0,-1,middle,0,3,1,2
1321,0,-1,outer,0,3,1,1
1322,0,-1,outer,1,2,1,0
1323,0,0,,0,1,0,0
1324,0,0,,0,1,0,0
1325,0,0,,0,1,0,0
1326,0,-1,middle,1,2,1,2
1327,0,1,outer,0,3,1,0
1328,0,-1,outer,0,3,1,2
1329,0,-1,middle,0,3,1,1
1330,0,0,,0,1,0,1
1331,0,1,middle,0,3,1,2
1332,0,-1,outer,1,2,1,1
1333,0,1,outer,0,3,1,2
1334,0,0,,0,1,0,2
1335,0,-1,middle,0,3,1,1
1336,0,1,middle,1,2,1,2
1337,0,1,middle,1,2,1,0
1338,0,1,middle,0,3,1,1
1339,0,0,,0,1,0,1
1340,0,0,,0,1,0,1
1341,0,1,middle,0,3,1,2
1342,0,1,middle,0,3,1,0
1343,0,-1,middle,1,2,-1,2
1344,0,-1,middle,0,3,1,1
1345,0,-1,outer,0,3,1,0
1346,0,1,middle,1,2,1,1
1347,0,0,,0,1,0,1
1348,0,0,,0,1,0,1
1349,0,-1,middle,1,2,1,0
1350,0,-1,middle,1,2,1,2
1351,0,1,middle,0,3,1,0
1352,0,1,middle,0,3,1,1
1353,0,0,,0,1,0,1
1354,0,0,,0,1,0,1
1355,0,-1,outer,0,3,1,0
1356,0,-1,middle,1,2,-1,2
1357,0,0,,0,1,0,2
1358,0,1,middle,0,3,1,0
1359,0,-1,middle,0,3,1,2
1360,0,1,middle,0,3,1,0
1361,0,-1,middle,0,3,1,2
1362,0,-1,middle,0,3,1,1
1363,0,1,middle,1,2,1,2
1364,0,0,,0,1,0,2
1365,0,0,,0,1,0,2
1366,0,1,middle,1,2,1,0
1367,0,-1,outer,0,3,1,2
1368,0,-1,middle,0,3,1,1
1369,0,0,,0,1,0,1
1370,0,1,middle,1,2,1,2
1371,0,1,outer,0,3,1,0
1372,0,-1,middle,0,3,1,2
1373,0,-1,middle,1,2,-1,1
1374,0,1,middle,1,2,-1,2
1375,0,-1,middle,1,2,-1,1
1376,0,1,middle,1,2,1,2
1377,0,-1,middle,0,3,1,1
1378,0,0,,0,1,0,1
1379,0,0,,0,1,0,1
1380,0,-1,outer,1,2,1,0
1381,0,1,middle,1,2,1,1
1382,0,1,outer,1,2,1,2
1383,0,0,,0,1,0,2
1384,0,-1,middle,0,3,1,1
1385,0,0,,0,1,0,1
1386,0,-1,middle,1,2,1,0
1387,0,0,,0,1,0,0
1388,0,1,middle,1,2,-1,1
1389,0,1,outer,0,3,1,2
1390,0,1,middle,1,2,-1,0
1391,0,1,middle,1,2,1,1
1392,0,1,middle,0,3,1,2
1393,0,1,middle,1,2,-1,0
1394,0,-1,middle,0,3,1,2
1395,0,1,middle,0,3,1,0
1396,0,1,outer,0,3,1,1
1397,0,1,middle,1,2,-1,2
1398,0,-1,outer,0,3,1,1
1399,0,1,outer,0,3,1,2
1400,0,-1,middle,1,2,1,1
1401,0,1,middle,0,3,1,2
1402,0,1,middle,1,2,-1,0
1403,0,1,outer,0,3,1,1
1404,0,1,outer,0,3,1,2
1405,0,1,middle,1,2,-1,0
1406,0,1,middle,1,2,1,1
1407,0,-1,outer,1,2,1,0
1408,0,1,middle,0,3,1,1
1409,0,1,middle,1,2,1,2
1410,0,0,,0,1,0,2
1411,0,0,,0,1,0,2
1412,0,-1,middle,1,2,1,1
1413,0,-1,middle,1,2,-1,0
1414,0,0,,0,1,0,0
1415,0,1,middle,0,3,1,1
1416,0,1,middle,0,3,1,2
1417,0,-1,middle,0,3,1,1
1418,0,-1,outer,0,3,1,0
1419,0,0,,0,1,0,0
1420,0,1,middle,1,2,1,1
1421,0,1,middle,0,3,1,2
1422,0,1,middle,0,3,1,0
1423,0,-1,middle,1,2,1,2
1424,0,-1,middle,1,2,1,1
1425,0,-1,middle,1,2,1,0
1426,0,1,middle,0,3,1,1
1427,0,0,,0,1,0,1
1428,0,1,middle,1,2,1,2
1429,0,-1,middle,0,3,1,1
1430,0,1,outer,0,3,1,2
1431,0,0,,0,1,0,2
1432,0,0,,0,1,0,2
1433,0,0,,0,1,0,2
1434,0,0,,0,1,0,2
1435,0,-1,middle,0,3,1,1
1436,0,-1,outer,1,2,1,0
1437,0,-1,middle,0,3,1,2
1438,0,-1,middle,0,3,1,1
1439,0,-1,middle,1,2,1,0
1440,0,1,outer,0,3,1,1
1441,0,-1,middle,0,3,1,0
1442,0,1,middle,0,3,1,1
1443,0,1,middle,0,3,1,2
1444,0,1,middle,1,2,1,0
1445,0,0,,0,1,0,0
1446,0,-1,outer,0,3,1,2
1447,0,-1,outer,1,2,1,1
1448,0,0,,0,1,0,1
1449,0,-1,outer,0,3,1,0
1450,0,1,middle,1,2,1,1
1451,0,1,middle,1,2,1,2
1452,0,0,,0,1,0,2
1453,0,1,middle,0,3,1,0
1454,0,1,middle,0,3,1,1
1455,0,-1,outer,0,3,1,0
1456,0,-1,middle,1,2,-1,2
1457,0,0,,0,1,0,2
1458,0,-1,middle,1,2,1,1
1459,0,-1,middle,1,2,-1,0
1460,0,-1,middle,0,3,1,2
1461,0,-1,outer,0,3,1,1
1462,0,0,,0,1,0,1
1463,0,0,,0,1,0,1
1464,0,1,outer,0,3,1,2
1465,0,1,middle,0,3,1,0
1466,0,-1,middle,1,2,1,2
1467,0,1,middle,0,3,1,0
1468,0,-1,middle,1,2,1,2
1469,0,-1,middle,1,2,-1,1
1470,0,1,middle,1,2,1,2
1471,0,1,middle,1,2,1,0
1472,0,1,outer,1,2,1,1
1473,0,1,outer,1,2,1,2
1474,0,0,,0,1,0,2
1475,0,1,middle,0,3,1,0
1476,0,-1,middle,0,3,1,2
1477,0,1,middle,0,3,1,0
1478,0,1,middle,0,3,1,1
1479,0,0,,0,1,0,1
1480,0,-1,outer,0,3,1,0
1481,0,1,middle,0,3,1,1
1482,0,1,middle,0,3,1,2
1483,0,-1,outer,1,2,1,1
1484,0,-1,middle,0,3,1,0
1485,0,1,middle,0,3,1,1
1486,0,-1,middle,0,3,1,0
1487,0,1,outer,1,2,1,1
1488,0,0,,0,1,0,1
1489,0,-1,middle,1,2,1,0
1490,0,-1,outer,0,3,1,2
1491,0,-1,outer,0,3,1,1
1492,0,-1,outer,0,3,1,0
1493,0,0,,0,1,0,0
1494,0,0,,0,1,0,0
1495,0,1,middle,0,3,1,1
1496,0,-1,middle,0,3,1,0
1497,0,-1,middle,1,2,1,2
1498,0,-1,middle,1,2,-1,1
1499,0,0,,0,1,0,1
1500,0,1,middle,1,2,-1,2
1501,0,0,,0,1,0,2
1502,0,1,outer,0,3,1,0
