t,node,tau_alpha,tau_omega,delay_put,mode_hidden,backlog
1892,C,-1,0,3,1,2
1893,-,0,-1,0,1,1
1894,-,0,0,0,1,1
1895,-,0,1,0,1,0
1896,A,1,0,2,1,1
1897,-,0,0,0,1,1
1898,-,0,-1,0,1,0
1899,-,0,0,0,1,0
1900,B,1,0,3,1,1
1901,-,0,0,0,1,1
1902,-,0,0,0,1,1
1903,C,-1,-1,3,1,1
1904,-,0,0,0,1,1
1905,A,-1,0,1,1,2
1906,-,0,2,0,1,0
1907,-,0,0,0,1,0
1908,B,-1,0,2,1,1
1909,-,0,0,0,1,1
1910,-,0,1,0,1,0
1911,-,0,0,0,1,0
1912,-,0,0,0,1,0
1913,-,0,0,0,1,0
1914,-,0,0,0,1,0
1915,-,0,0,0,1,0
1916,-,0,0,0,1,0
1917,-,0,0,0,1,0
1918,C,-1,0,3,1,1
1919,-,0,0,0,1,1
1920,A,-1,0,2,1,2
1921,B,-1,1,3,1,2
1922,C,-1,1,2,1,2
1923,-,0,0,0,1,2
1924,-,0,2,0,1,0
1925,A,-1,0,2,1,1
1926,-,0,0,0,1,1
1927,-,0,1,0,1,0
1928,-,0,0,0,1,0
1929,B,-1,0,3,1,1
1930,-,0,0,0,1,1
1931,-,0,0,0,1,1
1932,-,0,1,0,1,0
1933,-,0,0,0,1,0
1934,-,0,0,0,1,0
1935,-,0,0,0,1,0
1936,C,1,0,2,1,1
1937,-,0,0,0,1,1
1938,A,-1,-1,3,1,1
1939,B,-1,0,4,1,2
1940,-,0,0,0,1,2
1941,-,0,1,0,1,1
1942,C,-1,0,2,1,2
1943,A,-1,1,2,1,2
1944,-,0,1,0,1,1
1945,-,0,1,0,1,0
1946,B,-1,0,2,1,1
1947,-,0,0,0,1,1
1948,C,-1,1,3,1,1
1949,A,-1,0,2,1,2
1950,-,0,0,0,1,2
1951,B,-1,2,1,1,1
1952,-,0,1,0,1,0
1953,-,0,0,0,1,0
1954,C,-1,0,1,1,1
1955,-,0,1,0,1,0
1956,A,1,0,2,1,1
1957,-,0,0,0,1,1
1958,-,0,-1,0,1,0
1959,-,0,0,0,1,0
1960,-,0,0,0,1,0
1961,B,-1,0,3,1,1
1962,-,0,0,0,1,1
1963,-,0,0,0,1,1
1964,C,1,1,2,1,1
1965,A,-1,0,3,1,2
1966,-,0,-1,0,1,1
1967,-,0,0,0,1,1
1968,-,0,1,0,1,0
1969,B,1,0,1,1,1
1970,-,0,-1,0,1,0
1971,-,0,0,0,1,0
1972,-,0,0,0,1,0
1973,-,0,0,0,1,0
1974,-,0,0,0,1,0
1975,-,0,0,0,1,0
1976,-,0,0,0,1,0
1977,-,0,0,0,1,0
1978,-,0,0,0,1,0
1979,-,0,0,0,1,0
1980,-,0,0,0,1,0
1981,-,0,0,0,1,0
1982,-,0,0,0,1,0
1983,-,0,0,0,1,0
1984,-,0,0,0,1,0
1985,-,0,0,0,1,0
1986,-,0,0,0,1,0
1987,C,-1,0,2,1,1
1988,-,0,0,0,1,1
1989,A,1,1,2,1,1
1990,-,0,0,0,1,1
1991,-,0,-1,0,1,0
1992,-,0,0,0,1,0
1993,B,-1,0,3,1,1
1994,C,-1,0,2,1,2
1995,-,0,0,0,1,2
1996,-,0,2,0,1,0
1997,-,0,0,0,1,0
1998,-,0,0,0,1,0
1999,A,-1,0,3,1,1
2000,-,0,0,0,1,1
2001,B,-1,0,4,1,2
2002,-,0,1,0,1,1
2003,-,0,0,0,1,1
2004,-,0,0,0,1,1
2005,-,0,1,0,1,0
2006,C,1,0,2,1,1
2007,-,0,0,0,1,1
2008,-,0,-1,0,1,0
2009,-,0,0,0,1,0
2010,-,0,0,0,1,0
2011,-,0,0,0,1,0
2012,-,0,0,0,1,0
2013,-,0,0,0,1,0
2014,-,0,0,0,1,0
2015,-,0,0,0,1,0
2016,A,-1,0,2,1,1
2017,-,0,0,0,1,1
2018,-,0,1,0,1,0
2019,-,0,0,0,1,0
2020,B,-1,0,2,1,1
2021,-,0,0,0,1,1
2022,-,0,1,0,1,0
2023,C,1,0,3,1,1
2024,A,-1,0,3,1,2
2025,-,0,0,0,1,2
2026,-,0,-1,0,1,1
2027,-,0,1,0,1,0
2028,-,0,0,0,1,0
2029,-,0,0,0,1,0
2030,-,0,0,0,1,0
2031,-,0,0,0,1,0
2032,-,0,0,0,1,0
2033,B,-1,0,2,1,1
2034,C,-1,0,2,1,2
2035,-,0,1,0,1,1
2036,-,0,1,0,1,0
2037,-,0,0,0,1,0
2038,-,0,0,0,1,0
2039,A,-1,0,2,1,1
2040,-,0,0,0,1,1
2041,-,0,1,0,1,0
2042,B,1,0,2,1,1
2043,-,0,0,0,1,1
2044,-,0,-1,0,1,0
2045,C,-1,0,2,1,1
2046,-,0,0,0,1,1
2047,A,-1,1,1,1,1
2048,B,-1,1,2,1,1
2049,C,-1,0,1,1,2
2050,-,0,2,0,1,0
2051,A,-1,0,2,1,1
2052,-,0,0,0,1,1
2053,-,0,1,0,1,0
2054,-,0,0,0,1,0
2055,-,0,0,0,1,0
2056,-,0,0,0,1,0
2057,-,0,0,0,1,0
2058,B,1,0,2,1,1
2059,-,0,0,0,1,1
2060,-,0,-1,0,1,0
2061,C,1,0,3,1,1
2062,-,0,0,0,1,1
2063,A,1,0,1,1,2
2064,B,1,-2,2,0,1
2065,-,0,0,0,0,1
2066,-,0,-1,0,0,0
2067,-,0,0,0,0,0
2068,C,1,0,1,0,1
2069,A,1,-1,2,0,1
2070,-,0,0,0,0,1
2071,B,1,-1,2,0,1
2072,-,0,0,0,0,1
2073,C,1,-1,2,1,1
2074,-,0,0,0,1,1
2075,-,0,-1,0,1,0
2076,A,1,0,2,1,1
2077,-,0,0,0,1,1
2078,-,0,-1,0,1,0
2079,-,0,0,0,1,0
2080,-,0,0,0,1,0
2081,-,0,0,0,1,0
2082,B,-1,0,4,1,1
2083,C,-1,0,2,1,2
2084,-,0,0,0,1,2
2085,A,1,1,2,1,2
2086,-,0,1,0,1,1
2087,B,1,-1,1,1,1
2088,-,0,-1,0,1,0
2089,C,-1,0,3,1,1
2090,A,1,0,1,1,2
2091,B,-1,-1,1,1,2
2092,-,0,2,0,1,0
2093,-,0,0,0,1,0
2094,C,-1,0,2,1,1
2095,-,0,0,0,1,1
2096,-,0,1,0,1,0
2097,-,0,0,0,1,0
2098,A,-1,0,2,1,1
2099,-,0,0,0,1,1
2100,B,-1,1,1,1,1
2101,-,0,1,0,1,0
2102,-,0,0,0,1,0
2103,C,-1,0,2,1,1
2104,-,0,0,0,1,1
2105,-,0,1,0,1,0
2106,A,-1,0,1,1,1
2107,-,0,1,0,1,0
2108,-,0,0,0,1,0
2109,-,0,0,0,1,0
2110,-,0,0,0,1,0
2111,-,0,0,0,1,0
2112,-,0,0,0,1,0
2113,-,0,0,0,1,0
2114,B,-1,0,1,1,1
2115,-,0,1,0,1,0
2116,-,0,0,0,1,0
2117,-,0,0,0,1,0
2118,C,-1,0,2,1,1
2119,-,0,0,0,1,1
2120,-,0,1,0,1,0
2121,-,0,0,0,1,0
2122,-,0,0,0,1,0
2123,-,0,0,0,1,0
2124,-,0,0,0,1,0
2125,-,0,0,0,1,0
2126,-,0,0,0,1,0
2127,-,0,0,0,1,0
2128,-,0,0,0,1,0
2129,-,0,0,0,1,0
2130,-,0,0,0,1,0
2131,A,-1,0,2,1,1
2132,-,0,0,0,1,1
2133,-,0,1,0,1,0
2134,B,-1,0,2,1,1
2135,-,0,0,0,1,1
2136,C,-1,1,2,1,1
2137,A,-1,0,3,1,2
2138,-,0,1,0,1,1
2139,-,0,0,0,1,1
2140,-,0,1,0,1,0
2141,-,0,0,0,1,0
2142,-,0,0,0,1,0
2143,B,-1,0,2,1,1
2144,C,1,0,2,1,2
2145,-,0,1,0,1,1
2146,-,0,-1,0,1,0
2147,A,-1,0,2,1,1
2148,B,-1,0,1,1,2
2149,-,0,2,0,1,0
2150,C,1,0,4,1,1
2151,-,0,0,0,1,1
2152,-,0,0,0,1,1
2153,-,0,0,0,1,1
2154,-,0,-1,0,1,0
2155,A,-1,0,1,1,1
2156,-,0,1,0,1,0
2157,B,-1,0,2,1,1
2158,C,1,0,2,1,2
2159,-,0,1,0,1,1
2160,-,0,-1,0,1,0
2161,-,0,0,0,1,0
2162,A,-1,0,3,1,1
2163,-,0,0,0,1,1
2164,B,-1,0,1,1,2
2165,-,0,2,0,1,0
2166,-,0,0,0,1,0
2167,-,0,0,0,1,0
2168,C,-1,0,2,1,1
2169,-,0,0,0,1,1
2170,-,0,1,0,1,0
2171,A,1,0,3,1,1
2172,B,1,0,4,1,2
2173,-,0,0,0,1,2
2174,-,0,-1,0,1,1
2175,-,0,0,0,1,1
2176,-,0,-1,0,1,0
2177,-,0,0,0,1,0
2178,-,0,0,0,1,0
2179,-,0,0,0,1,0
2180,-,0,0,0,1,0
2181,C,-1,0,1,1,1
2182,-,0,1,0,1,0
2183,-,0,0,0,1,0
2184,-,0,0,0,1,0
2185,-,0,0,0,1,0
2186,-,0,0,0,1,0
2187,-,0,0,0,1,0
2188,-,0,0,0,1,0
2189,-,0,0,0,1,0
2190,-,0,0,0,1,0
2191,A,-1,0,2,1,1
2192,B,-1,0,4,1,2
2193,-,0,1,0,1,1
2194,C,-1,0,3,1,2
2195,-,0,0,0,1,2
2196,A,-1,1,4,1,2
2197,-,0,1,0,1,1
2198,-,0,0,0,1,1
2199,B,1,0,3,1,2
2200,-,0,1,0,1,1
2201,-,0,0,0,1,1
2202,C,-1,-1,2,1,1
2203,-,0,0,0,1,1
2204,-,0,1,0,1,0
2205,-,0,0,0,1,0
2206,-,0,0,0,1,0
2207,A,-1,0,3,1,1
2208,-,0,0,0,1,1
2209,-,0,0,0,1,1
2210,B,1,1,2,1,1
2211,-,0,0,0,1,1
2212,-,0,-1,0,1,0
2213,-,0,0,0,1,0
2214,-,0,0,0,1,0
2215,-,0,0,0,1,0
2216,-,0,0,0,1,0
2217,-,0,0,0,1,0
2218,-,0,0,0,1,0
2219,-,0,0,0,1,0
2220,-,0,0,0,1,0
2221,-,0,0,0,1,0
2222,-,0,0,0,1,0
2223,C,-1,0,2,1,1
2224,-,0,0,0,1,1
2225,-,0,1,0,1,0
2226,-,0,0,0,1,0
2227,A,-1,0,2,1,1
2228,-,0,0,0,1,1
2229,-,0,1,0,1,0
2230,-,0,0,0,1,0
2231,-,0,0,0,1,0
2232,B,-1,0,2,1,1
2233,C,-1,0,4,1,2
2234,-,0,1,0,1,1
2235,-,0,0,0,1,1
2236,-,0,0,0,1,1
2237,-,0,1,0,1,0
2238,A,1,0,2,1,1
2239,B,1,0,2,1,2
2240,-,0,-1,0,1,1
2241,-,0,-1,0,1,0
2242,-,0,0,0,1,0
2243,-,0,0,0,1,0
2244,-,0,0,0,1,0
2245,-,0,0,0,1,0
2246,C,1,0,2,1,1
2247,-,0,0,0,1,1
2248,A,-1,-1,2,1,1
2249,-,0,0,0,1,1
2250,B,-1,1,3,1,1
2251,-,0,0,0,1,1
2252,-,0,0,0,1,1
2253,C,1,1,1,1,1
2254,A,-1,-1,2,1,1
2255,B,-1,0,4,1,2
2256,-,0,1,0,1,1
2257,C,-1,0,2,1,2
2258,-,0,0,0,1,2
2259,-,0,2,0,1,0
2260,-,0,0,0,1,0
2261,-,0,0,0,1,0
2262,-,0,0,0,1,0
2263,-,0,0,0,1,0
2264,-,0,0,0,1,0
2265,A,1,0,4,1,1
2266,-,0,0,0,1,1
2267,B,-1,0,2,1,2
2268,-,0,0,0,1,2
2269,C,-1,0,1,1,1
2270,-,0,1,0,1,0
2271,-,0,0,0,1,0
2272,-,0,0,0,1,0
2273,-,0,0,0,1,0
2274,-,0,0,0,1,0
2275,-,0,0,0,1,0
2276,A,-1,0,3,1,1
2277,-,0,0,0,1,1
2278,-,0,0,0,1,1
2279,-,0,1,0,1,0
2280,B,-1,0,2,1,1
2281,-,0,0,0,1,1
2282,-,0,1,0,1,0
2283,-,0,0,0,1,0
2284,-,0,0,0,1,0
2285,-,0,0,0,1,0
2286,-,0,0,0,1,0
2287,C,1,0,3,1,1
2288,-,0,0,0,1,1
2289,A,-1,0,1,1,2
2290,B,-1,0,2,1,1
2291,C,-1,0,2,1,2
2292,-,0,1,0,1,1
2293,A,-1,1,1,1,1
2294,-,0,1,0,1,0
2295,-,0,0,0,1,0
2296,-,0,0,0,1,0
2297,-,0,0,0,1,0
2298,B,1,0,1,1,1
2299,-,0,-1,0,1,0
2300,-,0,0,0,1,0
2301,-,0,0,0,1,0
2302,-,0,0,0,1,0
2303,-,0,0,0,1,0
2304,-,0,0,0,1,0
2305,-,0,0,0,1,0
2306,-,0,0,0,1,0
2307,-,0,0,0,1,0
2308,-,0,0,0,1,0
2309,-,0,0,0,1,0
2310,-,0,0,0,1,0
2311,-,0,0,0,1,0
2312,-,0,0,0,1,0
2313,C,-1,0,2,1,1
2314,A,-1,0,2,1,2
2315,B,1,1,1,1,2
2316,C,1,0,2,1,1
2317,-,0,0,0,1,1
2318,-,0,-1,0,1,0
2319,-,0,0,0,1,0
2320,A,-1,0,2,1,1
2321,-,0,0,0,1,1
2322,-,0,1,0,1,0
2323,-,0,0,0,1,0
2324,B,1,0,3,1,1
2325,C,-1,0,2,1,2
2326,-,0,0,0,1,2
2327,-,0,0,0,1,0
2328,-,0,0,0,1,0
2329,-,0,0,0,1,0
2330,-,0,0,0,1,0
2331,A,1,0,4,1,1
2332,-,0,0,0,1,1
2333,B,1,0,2,1,2
2334,-,0,0,0,1,2
2335,C,-1,-2,2,1,1
2336,-,0,0,0,1,1
2337,A,1,1,2,1,1
2338,-,0,0,0,1,1
2339,-,0,-1,0,1,0
2340,-,0,0,0,1,0
2341,B,-1,0,2,1,1
2342,-,0,0,0,1,1
2343,C,-1,1,2,1,1
2344,A,-1,0,3,1,2
2345,-,0,1,0,1,1
2346,-,0,0,0,1,1
2347,-,0,1,0,1,0
2348,B,-1,0,3,1,1
2349,-,0,0,0,1,1
2350,-,0,0,0,1,1
2351,-,0,1,0,1,0
2352,-,0,0,0,1,0
2353,C,-1,0,2,1,1
2354,A,1,0,2,1,2
2355,B,1,1,1,1,2
2356,C,1,-2,2,1,1
2357,-,0,0,0,1,1
2358,A,-1,-1,2,1,1
2359,-,0,0,0,1,1
2360,-,0,1,0,1,0
2361,-,0,0,0,1,0
2362,B,1,0,2,1,1
2363,-,0,0,0,1,1
2364,-,0,-1,0,1,0
2365,-,0,0,0,1,0
2366,-,0,0,0,1,0
2367,-,0,0,0,1,0
2368,-,0,0,0,1,0
2369,-,0,0,0,1,0
2370,-,0,0,0,1,0
2371,-,0,0,0,1,0
2372,-,0,0,0,1,0
2373,-,0,0,0,1,0
2374,C,1,0,1,1,1
2375,A,-1,-1,3,1,1
2376,B,-1,0,2,1,2
2377,-,0,0,0,1,2
2378,-,0,2,0,1,0
2379,-,0,0,0,1,0
2380,C,-1,0,2,1,1
2381,-,0,0,0,1,1
2382,-,0,1,0,1,0
2383,-,0,0,0,1,0
2384,-,0,0,0,1,0
2385,A,-1,0,1,1,1
2386,B,-1,1,2,1,1
2387,-,0,0,0,1,1
2388,-,0,1,0,1,0
2389,-,0,0,0,1,0
2390,-,0,0,0,1,0
2391,-,0,0,0,1,0
2392,-,0,0,0,1,0
2393,-,0,0,0,1,0
2394,-,0,0,0,1,0
2395,C,-1,0,2,1,1
2396,-,0,0,0,1,1
2397,-,0,1,0,1,0
2398,A,-1,0,2,1,1
2399,-,0,0,0,1,1
2400,B,-1,1,2,1,1
2401,C,1,0,1,1,2
2402,A,-1,0,3,1,1
2403,-,0,0,0,1,1
2404,-,0,0,0,1,1
2405,-,0,1,0,1,0
2406,-,0,0,0,1,0
2407,-,0,0,0,1,0
2408,B,-1,0,2,1,1
2409,-,0,0,0,1,1
2410,-,0,1,0,1,0
2411,-,0,0,0,1,0
2412,-,0,0,0,1,0
2413,C,1,0,2,1,1
2414,A,-1,0,2,1,2
2415,-,0,-1,0,1,1
2416,-,0,1,0,1,0
2417,B,-1,0,2,1,1
2418,-,0,0,0,1,1
2419,-,0,1,0,1,0
2420,-,0,0,0,1,0
2421,-,0,0,0,1,0
2422,C,-1,0,4,1,1
2423,A,1,0,1,1,2
2424,B,-1,-1,2,1,2
2425,-,0,0,0,1,2
2426,-,0,2,0,1,0
2427,-,0,0,0,1,0
2428,-,0,0,0,1,0
2429,C,-1,0,2,1,1
2430,-,0,0,0,1,1
2431,-,0,1,0,1,0
2432,-,0,0,0,1,0
2433,-,0,0,0,1,0
2434,-,0,0,0,1,0
2435,A,1,0,1,1,1
2436,-,0,-1,0,1,0
2437,B,-1,0,3,1,1
2438,-,0,0,0,1,1
2439,-,0,0,0,1,1
2440,C,1,1,3,1,1
2441,-,0,0,0,1,1
2442,-,0,0,0,1,1
2443,A,1,-1,2,1,1
2444,-,0,0,0,1,1
2445,-,0,-1,0,1,0
2446,-,0,0,0,1,0
2447,-,0,0,0,1,0
2448,-,0,0,0,1,0
2449,B,1,0,1,1,1
2450,C,1,-1,3,0,1
2451,-,0,0,0,0,1
2452,A,1,0,4,0,2
2453,B,1,-1,2,0,2
2454,C,1,0,2,0,3
2455,A,1,-1,3,1,3
2456,-,0,-2,0,1,1
2457,B,-1,0,2,1,2
2458,C,-1,-1,2,1,2
2459,-,0,1,0,1,1
2460,-,0,1,0,1,0
2461,A,-1,0,2,1,1
2462,-,0,0,0,1,1
2463,-,0,1,0,1,0
2464,-,0,0,0,1,0
2465,-,0,0,0,1,0
2466,-,0,0,0,1,0
2467,-,0,0,0,1,0
2468,-,0,0,0,1,0
2469,-,0,0,0,1,0
2470,-,0,0,0,1,0
2471,B,-1,0,2,1,1
2472,-,0,0,0,1,1
2473,-,0,1,0,1,0
2474,-,0,0,0,1,0
2475,C,1,0,2,1,1
2476,-,0,0,0,1,1
2477,-,0,-1,0,1,0
2478,-,0,0,0,1,0
2479,-,0,0,0,1,0
2480,A,-1,0,4,1,1
2481,B,-1,0,4,1,2
2482,C,-1,0,2,1,3
2483,A,-1,0,2,1,4
2484,-,0,2,0,1,2
2485,-,0,2,0,1,0
2486,-,0,0,0,1,0
2487,-,0,0,0,1,0
2488,B,1,0,4,1,1
2489,-,0,0,0,1,1
2490,-,0,0,0,1,1
2491,C,-1,0,3,1,2
2492,-,0,-1,0,1,1
2493,A,1,0,4,1,2
2494,-,0,1,0,1,1
2495,B,1,0,3,1,2
2496,-,0,0,0,1,2
2497,-,0,-1,0,1,1
2498,C,1,-1,2,1,1
2499,A,-1,0,3,1,2
2500,B,-1,-1,3,1,2
2501,-,0,0,0,1,2
2502,-,0,1,0,1,1
2503,-,0,1,0,1,0
2504,C,-1,0,2,1,1
2505,-,0,0,0,1,1
2506,-,0,1,0,1,0
2507,-,0,0,0,1,0
2508,A,1,0,3,1,1
2509,-,0,0,0,1,1
2510,-,0,0,0,1,1
2511,-,0,-1,0,1,0
2512,-,0,0,0,1,0
2513,-,0,0,0,1,0
2514,B,1,0,2,1,1
2515,-,0,0,0,1,1
2516,-,0,-1,0,1,0
2517,-,0,0,0,1,0
2518,-,0,0,0,1,0
2519,-,0,0,0,1,0
2520,-,0,0,0,1,0
2521,-,0,0,0,1,0
2522,C,-1,0,4,1,1
2523,-,0,0,0,1,1
2524,-,0,0,0,1,1
2525,-,0,0,0,1,1
2526,-,0,1,0,1,0
2527,-,0,0,0,1,0
2528,A,-1,0,2,1,1
2529,-,0,0,0,1,1
2530,-,0,1,0,1,0
2531,-,0,0,0,1,0
2532,-,0,0,0,1,0
2533,-,0,0,0,1,0
2534,-,0,0,0,1,0
2535,B,-1,0,1,1,1
2536,-,0,1,0,1,0
2537,-,0,0,0,1,0
2538,-,0,0,0,1,0
2539,-,0,0,0,1,0
2540,-,0,0,0,1,0
2541,-,0,0,0,1,0
2542,-,0,0,0,1,0
2543,-,0,0,0,1,0
2544,-,0,0,0,1,0
2545,-,0,0,0,1,0
2546,-,0,0,0,1,0
2547,-,0,0,0,1,0
2548,C,-1,0,2,1,1
2549,A,-1,0,3,1,2
2550,-,0,1,0,1,1
2551,-,0,0,0,1,1
2552,-,0,1,0,1,0
2553,-,0,0,0,1,0
2554,-,0,0,0,1,0
2555,-,0,0,0,1,0
2556,-,0,0,0,1,0
2557,-,0,0,0,1,0
2558,-,0,0,0,1,0
2559,B,-1,0,3,1,1
2560,-,0,0,0,1,1
2561,-,0,0,0,1,1
2562,-,0,1,0,1,0
2563,-,0,0,0,1,0
2564,-,0,0,0,1,0
2565,C,-1,0,3,1,1
2566,-,0,0,0,1,1
2567,-,0,0,0,1,1
2568,-,0,1,0,1,0
2569,-,0,0,0,1,0
2570,-,0,0,0,1,0
2571,A,-1,0,2,1,1
2572,B,-1,0,4,1,2
2573,-,0,1,0,1,1
2574,-,0,0,0,1,1
2575,-,0,0,0,1,1
2576,-,0,1,0,1,0
2577,C,-1,0,2,1,1
2578,-,0,0,0,1,1
2579,-,0,1,0,1,0
2580,-,0,0,0,1,0
2581,-,0,0,0,1,0
2582,-,0,0,0,1,0
2583,-,0,0,0,1,0
2584,-,0,0,0,1,0
2585,A,-1,0,4,1,1
2586,-,0,0,0,1,1
2587,-,0,0,0,1,1
2588,B,-1,0,1,1,2
2589,-,0,2,0,1,0
2590,-,0,0,0,1,0
2591,C,-1,0,1,1,1
2592,A,-1,1,3,1,1
2593,B,-1,0,1,1,2
2594,-,0,1,0,1,1
2595,-,0,1,0,1,0
2596,C,-1,0,2,1,1
2597,-,0,0,0,1,1
2598,A,1,1,1,1,1
2599,-,0,-1,0,1,0
2600,-,0,0,0,1,0
2601,-,0,0,0,1,0
2602,B,-1,0,2,1,1
2603,C,-1,0,2,1,2
2604,-,0,1,0,1,1
2605,-,0,1,0,1,0
2606,-,0,0,0,1,0
2607,A,-1,0,4,1,1
2608,-,0,0,0,1,1
2609,-,0,0,0,1,1
2610,-,0,0,0,1,1
2611,-,0,1,0,1,0
2612,-,0,0,0,1,0
2613,-,0,0,0,1,0
2614,-,0,0,0,1,0
2615,-,0,0,0,1,0
2616,-,0,0,0,1,0
2617,B,-1,0,2,1,1
2618,-,0,0,0,1,1
2619,-,0,1,0,1,0
2620,-,0,0,0,1,0
2621,-,0,0,0,1,0
2622,C,-1,0,2,1,1
2623,-,0,0,0,1,1
2624,A,1,1,1,1,1
2625,-,0,-1,0,1,0
2626,B,-1,0,3,1,1
2627,-,0,0,0,1,1
2628,-,0,0,0,1,1
2629,-,0,1,0,1,0
2630,-,0,0,0,1,0
2631,-,0,0,0,1,0
2632,-,0,0,0,1,0
2633,-,0,0,0,1,0
2634,C,1,0,1,1,1
2635,A,1,-1,2,1,1
2636,-,0,0,0,1,1
2637,B,-1,-1,2,1,1
2638,C,-1,0,2,1,2
2639,-,0,1,0,1,1
2640,-,0,1,0,1,0
2641,A,-1,0,3,1,1
2642,-,0,0,0,1,1
2643,B,1,0,2,1,2
2644,-,0,1,0,1,1
2645,-,0,-1,0,1,0
2646,-,0,0,0,1,0
2647,-,0,0,0,1,0
2648,-,0,0,0,1,0
2649,-,0,0,0,1,0
2650,-,0,0,0,1,0
2651,-,0,0,0,1,0
2652,-,0,0,0,1,0
2653,-,0,0,0,1,0
2654,-,0,0,0,1,0
2655,-,0,0,0,1,0
2656,C,-1,0,2,1,1
2657,A,-1,0,2,1,2
2658,-,0,1,0,1,1
2659,-,0,1,0,1,0
2660,-,0,0,0,1,0
2661,-,0,0,0,1,0
2662,-,0,0,0,1,0
2663,-,0,0,0,1,0
2664,-,0,0,0,1,0
2665,-,0,0,0,1,0
2666,-,0,0,0,1,0
2667,-,0,0,0,1,0
2668,B,-1,0,3,1,1
2669,C,-1,0,2,1,2
2670,-,0,0,0,1,2
2671,-,0,2,0,1,0
2672,-,0,0,0,1,0
2673,A,1,0,3,1,1
2674,B,-1,0,2,1,2
2675,C,-1,0,1,1,3
2676,-,0,1,0,1,0
2677,-,0,0,0,1,0
2678,-,0,0,0,1,0
2679,-,0,0,0,1,0
2680,A,1,0,4,1,1
2681,-,0,0,0,1,1
2682,-,0,0,0,1,1
2683,-,0,0,0,1,1
2684,-,0,-1,0,1,0
2685,-,0,0,0,1,0
2686,-,0,0,0,1,0
2687,-,0,0,0,1,0
2688,-,0,0,0,1,0
2689,-,0,0,0,1,0
2690,-,0,0,0,1,0
2691,-,0,0,0,1,0
2692,-,0,0,0,1,0
2693,B,-1,0,2,1,1
2694,-,0,0,0,1,1
2695,-,0,1,0,1,0
2696,C,-1,0,1,1,1
2697,-,0,1,0,1,0
2698,-,0,0,0,1,0
2699,A,1,0,2,1,1
2700,-,0,0,0,1,1
2701,-,0,-1,0,1,0
2702,-,0,0,0,1,0
2703,-,0,0,0,1,0
2704,-,0,0,0,1,0
2705,-,0,0,0,1,0
2706,-,0,0,0,1,0
2707,-,0,0,0,1,0
2708,-,0,0,0,1,0
2709,-,0,0,0,1,0
2710,-,0,0,0,1,0
2711,-,0,0,0,1,0
2712,-,0,0,0,1,0
2713,-,0,0,0,1,0
2714,-,0,0,0,1,0
2715,-,0,0,0,1,0
2716,-,0,0,0,1,0
2717,-,0,0,0,1,0
2718,-,0,0,0,1,0
2719,-,0,0,0,1,0
2720,B,-1,0,2,1,1
2721,-,0,0,0,1,1
2722,-,0,1,0,1,0
2723,-,0,0,0,1,0
2724,-,0,0,0,1,0
2725,-,0,0,0,1,0
2726,-,0,0,0,1,0
2727,-,0,0,0,1,0
2728,-,0,0,0,1,0
2729,C,-1,0,1,1,1
2730,-,0,1,0,1,0
2731,A,-1,0,2,1,1
2732,B,-1,0,2,1,2
2733,-,0,1,0,1,1
2734,-,0,1,0,1,0
2735,-,0,0,0,1,0
2736,C,1,0,1,1,1
2737,-,0,-1,0,1,0
2738,-,0,0,0,1,0
2739,-,0,0,0,1,0
2740,-,0,0,0,1,0
2741,-,0,0,0,1,0
2742,-,0,0,0,1,0
2743,-,0,0,0,1,0
2744,-,0,0,0,1,0
2745,-,0,0,0,1,0
2746,-,0,0,0,1,0
2747,-,0,0,0,1,0
2748,A,-1,0,1,1,1
2749,-,0,1,0,1,0
2750,-,0,0,0,1,0
2751,-,0,0,0,1,0
2752,-,0,0,0,1,0
2753,B,1,0,2,1,1
2754,-,0,0,0,1,1
2755,-,0,-1,0,1,0
2756,-,0,0,0,1,0
2757,-,0,0,0,1,0
2758,C,-1,0,1,1,1
2759,-,0,1,0,1,0
2760,A,-1,0,3,1,1
2761,-,0,0,0,1,1
2762,B,-1,0,2,1,2
2763,-,0,1,0,1,1
2764,C,-1,1,2,1,1
2765,-,0,0,0,1,1
2766,-,0,1,0,1,0
2767,-,0,0,0,1,0
2768,-,0,0,0,1,0
2769,-,0,0,0,1,0
2770,A,1,0,4,1,1
2771,B,-1,0,2,1,2
2772,-,0,0,0,1,2
2773,C,-1,1,2,1,2
2774,A,-1,-1,3,1,2
2775,-,0,1,0,1,1
2776,-,0,0,0,1,1
2777,-,0,1,0,1,0
2778,-,0,0,0,1,0
2779,-,0,0,0,1,0
2780,B,-1,0,2,1,1
2781,-,0,0,0,1,1
2782,-,0,1,0,1,0
2783,-,0,0,0,1,0
2784,C,1,0,2,1,1
2785,-,0,0,0,1,1
2786,-,0,-1,0,1,0
2787,-,0,0,0,1,0
2788,-,0,0,0,1,0
2789,-,0,0,0,1,0
2790,-,0,0,0,1,0
2791,A,-1,0,1,1,1
2792,-,0,1,0,1,0
2793,-,0,0,0,1,0
2794,-,0,0,0,1,0
2795,-,0,0,0,1,0
2796,-,0,0,0,1,0
2797,B,-1,0,2,1,1
2798,-,0,0,0,1,1
2799,-,0,1,0,1,0
2800,-,0,0,0,1,0
2801,-,0,0,0,1,0
2802,-,0,0,0,1,0
2803,C,-1,0,2,1,1
2804,-,0,0,0,1,1
2805,A,1,1,2,1,1
2806,-,0,0,0,1,1
